id	organism name	file	accession number	sequences	base pair	DIV	submitted	updated	BioProject	BioSample	SRA	domain	phylum	class	order	family	genus
1096	Shigella flexneri	AAABRE.gz	AAABRE010000001-AAABRE010000396	396	4542419	BCT	2018-06-24	2019-02-12	PRJNA248792	SAMN09462906	SRR7401704	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Shigella
1097	Salmonella enterica subsp. enterica serovar Muenster	AAABRF.gz	AAABRF010000001-AAABRF010000240	240	4678749	BCT	2018-06-24	2019-02-12	PRJNA248792	SAMN09463025	SRR7401731	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
1098	Salmonella enterica subsp. enterica serovar Kentucky	AAABRG.gz	AAABRG010000001-AAABRG010000058	58	4815899	BCT	2018-06-24	2019-02-12	PRJNA248792	SAMN09463057	SRR7401850	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
1099	Escherichia coli	AAABRH.gz	AAABRH020000001-AAABRH020000337	337	5330221	BCT	2018-06-24	2020-03-07	PRJNA315192	SAMN09462854	SRR7401628	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
1100	Salmonella enterica subsp. enterica serovar Agona	AAABRI.gz	AAABRI010000001-AAABRI010000058	58	4702232	BCT	2018-06-24	2019-02-12	PRJNA248792	SAMN09463233	SRR7402035	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
1101	Escherichia coli	AAABRJ.gz	AAABRJ020000001-AAABRJ020000194	194	5283223	BCT	2018-06-24	2020-03-07	PRJNA315192	SAMN09462903	SRR7401661	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
1102	Shigella boydii	AAABRK.gz	AAABRK010000001-AAABRK010000484	484	4387332	BCT	2018-06-24	2019-02-12	PRJNA248792	SAMN09462898	SRR7401657	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Shigella
1103	Salmonella enterica subsp. enterica serovar Enteritidis	AAABRL.gz	AAABRL010000001-AAABRL010000212	212	4627694	BCT	2018-06-24	2019-02-12	PRJNA248792	SAMN09463209	SRR7401976	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
1104	Salmonella enterica subsp. enterica serovar Paratyphi A	AAABRM.gz	AAABRM010000001-AAABRM010000074	74	4558771	BCT	2018-06-24	2019-02-12	PRJNA248792	SAMN09463279	SRR7402048	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
1105	Salmonella enterica subsp. enterica serovar Richmond	AAABRN.gz	AAABRN010000001-AAABRN010000066	66	4764298	BCT	2018-06-24	2019-02-12	PRJNA248792	SAMN09463049	SRR7401834	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
1106	Shigella sonnei	AAABRO.gz	AAABRO010000001-AAABRO010000473	473	4544815	BCT	2018-06-24	2019-02-12	PRJNA248792	SAMN09462891	SRR7401690	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Shigella
1107	Salmonella enterica subsp. enterica serovar Agona	AAABRP.gz	AAABRP010000001-AAABRP010000068	68	4717045	BCT	2018-06-24	2019-02-12	PRJNA248792	SAMN09463320	SRR7402072	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
1108	Salmonella enterica subsp. enterica serovar Hadar	AAABRQ.gz	AAABRQ010000001-AAABRQ010000061	61	4626106	BCT	2018-06-24	2019-02-12	PRJNA248792	SAMN09463321	SRR7402076	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
1109	Salmonella enterica subsp. enterica serovar Typhimurium	AAABRR.gz	AAABRR010000001-AAABRR010000079	79	4847088	BCT	2018-06-24	2019-02-12	PRJNA248792	SAMN09463229	SRR7402027	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
1110	Salmonella enterica subsp. enterica serovar London	AAABRS.gz	AAABRS010000001-AAABRS010000053	53	4639226	BCT	2018-06-24	2019-02-12	PRJNA248792	SAMN09463345	SRR7402089	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
1111	Salmonella enterica subsp. enterica	AAABRT.gz	AAABRT010000001-AAABRT010000063	63	4830044	BCT	2018-06-24	2019-02-12	PRJNA248792	SAMN09463337	SRR7402100	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
1112	Salmonella enterica subsp. enterica serovar Enteritidis	AAABRU.gz	AAABRU010000001-AAABRU010000039	39	4797369	BCT	2018-06-24	2019-02-12	PRJNA248792	SAMN09463235	SRR7402032	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
1113	Salmonella enterica subsp. enterica serovar Enteritidis	AAABRV.gz	AAABRV010000001-AAABRV010000045	45	4742001	BCT	2018-06-24	2019-02-12	PRJNA248792	SAMN09463599	SRR7402356	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
1114	Salmonella enterica subsp. enterica serovar Mbandaka	AAABRW.gz	AAABRW010000001-AAABRW010000060	60	4681233	BCT	2018-06-24	2019-02-12	PRJNA248792	SAMN09463616	SRR7402375	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
1115	Escherichia coli	AAABRX.gz	AAABRX020000001-AAABRX020000321	321	5356890	BCT	2018-06-24	2020-03-07	PRJNA315192	SAMN09462935	SRR7401713	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
1116	Salmonella enterica subsp. enterica serovar Agona	AAABRY.gz	AAABRY010000001-AAABRY010000093	93	4994613	BCT	2018-06-24	2019-02-12	PRJNA248792	SAMN09463348	SRR7402090	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
1117	Salmonella enterica subsp. enterica serovar Enteritidis	AAABRZ.gz	AAABRZ010000001-AAABRZ010000093	93	4681531	BCT	2018-06-24	2019-02-12	PRJNA248792	SAMN09463638	SRR7402400	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
1118	Salmonella enterica subsp. enterica serovar Bovismorbificans	AAABSA.gz	AAABSA010000001-AAABSA010000042	42	4766169	BCT	2018-06-24	2019-02-12	PRJNA248792	SAMN09463588	SRR7402342	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
1119	Salmonella enterica subsp. enterica serovar Typhimurium	AAABSB.gz	AAABSB010000001-AAABSB010000069	69	4906125	BCT	2018-06-24	2019-02-12	PRJNA248792	SAMN09463622	SRR7402381	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
1120	Salmonella enterica subsp. enterica serovar Corvallis	AAABSC.gz	AAABSC010000001-AAABSC010000056	56	4842163	BCT	2018-06-24	2019-02-12	PRJNA248792	SAMN09463649	SRR7402402	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
1121	Escherichia coli	AAABSD.gz	AAABSD020000001-AAABSD020000218	218	5239799	BCT	2018-06-24	2020-03-07	PRJNA315192	SAMN09466966	SRR7407912	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
1122	Salmonella enterica subsp. enterica serovar Enteritidis	AAABSE.gz	AAABSE010000001-AAABSE010000041	41	4685679	BCT	2018-06-24	2019-02-12	PRJNA248792	SAMN09463268	SRR7402050	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
1123	Salmonella enterica subsp. enterica serovar Paratyphi B var. L(+) tartrate +	AAABSF.gz	AAABSF010000001-AAABSF010000092	92	4809396	BCT	2018-06-24	2019-02-12	PRJNA248792	SAMN09463662	SRR7402425	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
1124	Shigella flexneri	AAABSG.gz	AAABSG010000001-AAABSG010000338	338	4279512	BCT	2018-06-24	2019-02-12	PRJNA248792	SAMN09467018	SRR7407950	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Shigella
1125	Salmonella enterica subsp. enterica serovar Bareilly	AAABSH.gz	AAABSH010000001-AAABSH010000042	42	4567786	BCT	2018-06-24	2019-02-12	PRJNA248792	SAMN09463658	SRR7402412	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
1126	Escherichia coli	AAABSI.gz	AAABSI020000001-AAABSI020000363	363	5446992	BCT	2018-06-24	2020-03-07	PRJNA315192	SAMN09466979	SRR7407920	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
1127	Shigella flexneri	AAABSJ.gz	AAABSJ010000001-AAABSJ010000421	421	4544299	BCT	2018-06-24	2019-02-12	PRJNA248792	SAMN09467012	SRR7407973	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Shigella
1128	Shigella boydii	AAABSK.gz	AAABSK010000001-AAABSK010000468	468	4232387	BCT	2018-06-24	2019-02-12	PRJNA248792	SAMN09466976	SRR7407929	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Shigella
1129	Salmonella enterica subsp. enterica serovar Newport	AAABSL.gz	AAABSL010000001-AAABSL010000037	37	4666873	BCT	2018-06-24	2019-02-12	PRJNA248792	SAMN09463665	SRR7402419	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
1130	Salmonella enterica subsp. enterica serovar Chester	AAABSM.gz	AAABSM010000001-AAABSM010000059	59	4570411	BCT	2018-06-24	2019-02-12	PRJNA248792	SAMN09463642	SRR7402391	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
1131	Salmonella enterica subsp. enterica serovar Typhimurium	AAABSN.gz	AAABSN010000001-AAABSN010000099	99	4963288	BCT	2018-06-24	2019-02-12	PRJNA248792	SAMN09463667	SRR7402426	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
1132	Escherichia coli	AAABSO.gz	AAABSO020000001-AAABSO020000272	272	5227983	BCT	2018-06-24	2020-03-07	PRJNA315192	SAMN09466978	SRR7407925	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
1133	Shigella flexneri	AAABSP.gz	AAABSP010000001-AAABSP010000383	383	4452921	BCT	2018-06-24	2019-02-12	PRJNA248792	SAMN09467050	SRR7407989	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Shigella
1134	Salmonella enterica subsp. enterica serovar Indiana	AAABSQ.gz	AAABSQ010000001-AAABSQ010000058	58	4705578	BCT	2018-06-24	2019-02-12	PRJNA248792	SAMN09463272	SRR7402051	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
1135	Salmonella enterica subsp. enterica serovar Typhimurium	AAABSR.gz	AAABSR010000001-AAABSR010000067	67	4803570	BCT	2018-06-24	2019-02-12	PRJNA248792	SAMN09468131	SRR7408361	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
1136	Salmonella enterica subsp. enterica serovar Agona	AAABSS.gz	AAABSS010000001-AAABSS010000051	51	4768474	BCT	2018-06-24	2019-02-12	PRJNA248792	SAMN09468424	SRR7408378	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
1137	Salmonella enterica subsp. enterica serovar Infantis	AAABST.gz	AAABST010000001-AAABST010000052	52	4546731	BCT	2018-06-24	2019-02-12	PRJNA248792	SAMN09467924	SRR7408345	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
1138	Salmonella enterica subsp. enterica serovar Enteritidis	AAABSU.gz	AAABSU010000001-AAABSU010000046	46	4681543	BCT	2018-06-24	2019-02-12	PRJNA248792	SAMN09469123	SRR7410282	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
1139	Salmonella enterica subsp. enterica serovar Kedougou	AAABSV.gz	AAABSV010000001-AAABSV010000201	201	4726383	BCT	2018-06-25	2019-02-12	PRJNA248792	SAMN09474734	SRR7414892	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
1140	Salmonella enterica subsp. enterica	AAABSW.gz	AAABSW010000001-AAABSW010000087	87	4801015	BCT	2018-06-25	2019-02-12	PRJNA248792	SAMN09474751	SRR7414851	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
1141	Salmonella enterica subsp. enterica serovar Enteritidis	AAABSX.gz	AAABSX010000001-AAABSX010000047	47	4861184	BCT	2018-06-24	2019-02-12	PRJNA248792	SAMN09468597	SRR7408396	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
1142	Salmonella enterica subsp. enterica serovar Enteritidis	AAABSY.gz	AAABSY010000001-AAABSY010000381	381	4704501	BCT	2018-06-24	2019-02-12	PRJNA248792	SAMN09468220	SRR7408352	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
1143	Salmonella enterica subsp. enterica serovar Enteritidis	AAABSZ.gz	AAABSZ010000001-AAABSZ010000067	67	4693265	BCT	2018-06-25	2019-02-12	PRJNA248792	SAMN09474729	SRR7414848	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
1144	Salmonella enterica subsp. enterica serovar Stanley	AAABTA.gz	AAABTA010000001-AAABTA010000087	87	4750517	BCT	2018-06-24	2019-02-12	PRJNA248792	SAMN09469089	SRR7410290	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
1145	Salmonella enterica subsp. enterica serovar Manhattan	AAABTB.gz	AAABTB010000001-AAABTB010000045	45	4766762	BCT	2018-06-24	2019-02-12	PRJNA248792	SAMN09468556	SRR7408390	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
1146	Salmonella enterica subsp. houtenae	AAABTC.gz	AAABTC010000001-AAABTC010000141	141	4605957	BCT	2018-06-24	2019-02-12	PRJNA248792	SAMN09469280	SRR7410331	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
1147	Salmonella enterica subsp. enterica serovar Brandenburg	AAABTD.gz	AAABTD010000001-AAABTD010000047	47	4523876	BCT	2018-06-25	2019-02-12	PRJNA248792	SAMN09469304	SRR7410334	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
1148	Shigella sonnei	AAABTE.gz	AAABTE010000001-AAABTE010000440	440	4773878	BCT	2018-06-24	2019-02-12	PRJNA248792	SAMN09463036	SRR7401729	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Shigella
1149	Salmonella enterica subsp. enterica serovar Enteritidis	AAABTF.gz	AAABTF010000001-AAABTF010000037	37	4694260	BCT	2018-06-24	2019-02-12	PRJNA248792	SAMN09469300	SRR7410338	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
1150	Salmonella enterica subsp. enterica serovar Typhimurium	AAABTG.gz	AAABTG010000001-AAABTG010000056	56	4717692	BCT	2018-06-25	2019-02-12	PRJNA248792	SAMN09474534	SRR7414440	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
1151	Salmonella enterica subsp. enterica serovar Aba	AAABTH.gz	AAABTH010000001-AAABTH010000060	60	4479126	BCT	2018-06-25	2019-02-12	PRJNA248792	SAMN09474381	SRR7414427	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
1152	Salmonella enterica subsp. enterica serovar Paratyphi A	AAABTI.gz	AAABTI010000001-AAABTI010000045	45	4521969	BCT	2018-06-24	2019-02-12	PRJNA248792	SAMN09468938	SRR7410297	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
1153	Salmonella enterica subsp. enterica serovar Paratyphi B var. L(+) tartrate +	AAABTJ.gz	AAABTJ010000001-AAABTJ010000060	60	4829940	BCT	2018-06-25	2019-02-12	PRJNA248792	SAMN09474675	SRR7414835	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
1154	Salmonella enterica subsp. enterica serovar Typhimurium	AAABTK.gz	AAABTK010000001-AAABTK010000095	95	5015246	BCT	2018-06-24	2019-02-12	PRJNA248792	SAMN09474514	SRR7414475	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
1155	Salmonella enterica subsp. enterica serovar Muenster	AAABTL.gz	AAABTL010000001-AAABTL010000050	50	4747484	BCT	2018-06-25	2019-02-12	PRJNA248792	SAMN09474786	SRR7414792	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
1156	Salmonella enterica subsp. enterica serovar Typhimurium	AAABTM.gz	AAABTM010000001-AAABTM010000061	61	4907173	BCT	2018-06-25	2019-02-12	PRJNA248792	SAMN09474607	SRR7414838	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
1157	Salmonella enterica subsp. enterica serovar Oranienburg	AAABTN.gz	AAABTN010000001-AAABTN010000052	52	4578272	BCT	2018-06-25	2019-02-12	PRJNA248792	SAMN09474857	SRR7414828	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
1158	Salmonella enterica subsp. enterica serovar Stanley	AAABTO.gz	AAABTO010000001-AAABTO010000038	38	4801288	BCT	2018-06-24	2019-02-12	PRJNA248792	SAMN09469308	SRR7410344	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
1159	Salmonella enterica subsp. enterica serovar Mississippi	AAABTP.gz	AAABTP010000001-AAABTP010000067	67	4487445	BCT	2018-06-25	2019-02-12	PRJNA248792	SAMN09474937	SRR7415017	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
1160	Salmonella enterica subsp. enterica	AAABTQ.gz	AAABTQ010000001-AAABTQ010000099	99	4981766	BCT	2018-06-25	2019-02-12	PRJNA248792	SAMN09474934	SRR7414985	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
1161	Escherichia coli	AAABTR.gz	AAABTR030000001-AAABTR030000262	262	5392049	BCT	2018-06-24	2025-02-21	PRJNA315192	SAMN09467073	SRR7407984	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
1162	Salmonella enterica subsp. enterica serovar Virchow	AAABTS.gz	AAABTS010000001-AAABTS010000055	55	4842609	BCT	2018-06-25	2019-02-12	PRJNA248792	SAMN09474939	SRR7414998	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
1163	Salmonella enterica subsp. enterica serovar Infantis	AAABTT.gz	AAABTT010000001-AAABTT010000076	76	4982272	BCT	2018-06-25	2019-02-12	PRJNA248792	SAMN09474947	SRR7415032	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
1164	Salmonella enterica subsp. enterica serovar Typhi	AAABTU.gz	AAABTU010000001-AAABTU010000065	65	4617846	BCT	2018-06-25	2019-02-12	PRJNA248792	SAMN09474942	SRR7415026	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
1165	Salmonella enterica subsp. enterica serovar Stanley	AAABTV.gz	AAABTV010000001-AAABTV010000039	39	4708424	BCT	2018-06-25	2019-02-12	PRJNA248792	SAMN09474749	SRR7414782	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
1166	Salmonella enterica subsp. diarizonae	AAABTW.gz	AAABTW010000001-AAABTW010000089	89	5080086	BCT	2018-06-25	2019-02-12	PRJNA248792	SAMN09474662	SRR7414662	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
1167	Salmonella enterica subsp. enterica serovar Chester	AAABTX.gz	AAABTX010000001-AAABTX010000095	95	4790130	BCT	2018-06-25	2019-02-12	PRJNA248792	SAMN09475136	SRR7415101	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
1168	Salmonella enterica subsp. enterica serovar Mikawasima	AAABTY.gz	AAABTY010000001-AAABTY010000064	64	4748442	BCT	2018-06-25	2019-02-12	PRJNA248792	SAMN09474899	SRR7414857	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
1169	Salmonella enterica subsp. enterica serovar Saintpaul	AAABTZ.gz	AAABTZ010000001-AAABTZ010000051	51	4761132	BCT	2018-06-25	2019-02-12	PRJNA248792	SAMN09474912	SRR7415001	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
1170	Salmonella enterica subsp. enterica serovar Typhimurium	AAABUA.gz	AAABUA010000001-AAABUA010000070	70	4951938	BCT	2018-06-25	2019-02-12	PRJNA248792	SAMN09474677	SRR7414784	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
1171	Salmonella enterica subsp. enterica serovar Canada	AAABUB.gz	AAABUB010000001-AAABUB010000079	79	4583981	BCT	2018-06-25	2019-02-12	PRJNA248792	SAMN09474882	SRR7414856	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
1172	Salmonella enterica subsp. enterica serovar Virchow	AAABUC.gz	AAABUC010000001-AAABUC010000079	79	4638559	BCT	2018-06-25	2019-02-12	PRJNA248792	SAMN09475169	SRR7415117	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
1173	Salmonella enterica subsp. enterica serovar Thompson	AAABUD.gz	AAABUD010000001-AAABUD010000050	50	4745179	BCT	2018-06-25	2019-02-12	PRJNA248792	SAMN09475141	SRR7415110	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
1174	Salmonella enterica subsp. enterica serovar Give	AAABUE.gz	AAABUE010000001-AAABUE010000053	53	4628291	BCT	2018-06-25	2019-02-12	PRJNA248792	SAMN09475179	SRR7415134	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
1175	Salmonella enterica subsp. arizonae	AAABUF.gz	AAABUF010000001-AAABUF010000144	144	4644375	BCT	2018-06-25	2019-02-12	PRJNA248792	SAMN09474907	SRR7414901	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
1176	Salmonella enterica subsp. enterica	AAABUG.gz	AAABUG010000001-AAABUG010000072	72	4712468	BCT	2018-06-25	2019-02-12	PRJNA248792	SAMN09475171	SRR7415120	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
1177	Salmonella enterica subsp. enterica serovar Enteritidis	AAABUH.gz	AAABUH010000001-AAABUH010000046	46	4730919	BCT	2018-06-25	2019-02-12	PRJNA248792	SAMN09475135	SRR7415062	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
1178	Salmonella enterica subsp. enterica serovar Litchfield	AAABUI.gz	AAABUI010000001-AAABUI010000054	54	4718055	BCT	2018-06-25	2019-02-12	PRJNA248792	SAMN09475182	SRR7415132	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
1179	Salmonella enterica subsp. enterica	AAABUJ.gz	AAABUJ010000001-AAABUJ010000069	69	4680371	BCT	2018-06-25	2019-02-12	PRJNA248792	SAMN09474911	SRR7415003	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
